ID,NM,PCI,AADT,R,IRI,PCI_scaled,AADT_scaled,R_scaled,IRI_scaled
393870,1,41.53,1991.0,18.78,0.86,-0.45774481376494686,-0.6912503059688573,0.7569053837301238,0.041470998129241224
335029,0,87.95,1729.0,11.44,0.54,1.1553631737350474,-0.7102173634806282,-1.7814736747269917,-1.3099195364356353
872039,1,15.44,12525.0,19.88,1.13,-1.3643796132883173,0.07134123536318482,1.1373164142890912,1.1817067616683556
429795,1,9.18,3365.0,18.78,0.91,-1.5819163647262742,-0.5917818440559822,0.7569053837301238,0.2526257691550034
920179,0,55.87,32515.0,16.49,0.91,0.040574198314973636,1.5184842875017384,-0.03504121625172905,0.2526257691550034
20057,0,74.78,13140.0,14.43,1.06,0.6977019890005595,0.11586314517134942,-0.7474473280257963,0.8860900822322896
193165,1,23.84,3733.0,20.27,0.98,-1.0724772631159787,-0.5651410915203651,1.2721894160327256,0.54824244859107
288921,0,61.1,347.0,15.17,0.77,0.22231816157703688,-0.8102649721877558,-0.4915344529224904,-0.33860758971713023
148295,0,100.0,1691.0,13.27,0.67,1.574104045113223,-0.7129683107533278,-1.1486080511607082,-0.7609171317686542
1041989,0,82.62,1899.0,14.73,0.57,0.9701441824947421,-0.6979104941027616,-0.6436988651460774,-1.1832266738201787
962316,0,91.82,2117.0,14.08,0.62,1.2898467564930172,-0.6821287439593797,-0.8684872013854679,-0.9720719027944164
663259,0,53.56,771.0,12.93,0.56,-0.03969894798241927,-0.7795701920923708,-1.2661896424243893,-1.2254576280253304
347744,1,35.3,5788.0,17.36,0.78,-0.6742390568094313,-0.41637275874674184,0.26582932609945525,-0.2963766355119778
322938,1,24.82,36802.0,19.05,0.68,-1.038421988929206,1.8288345758718223,0.8502790003218704,-0.7186861775635017
978790,0,77.07,1862.0,14.25,0.75,0.7772801297023039,-0.7005890480261796,-0.8096964057536273,-0.4230694981274351
147264,0,100.0,40536.0,16.92,0.68,1.574104045113223,2.0991513420891987,0.11366491387586873,-0.7186861775635017
107102,1,0.0,3437.0,17.73,0.92,-1.9009239331289012,-0.5865695229077094,0.3937857636511085,0.29485672336015584
627171,1,19.7,16012.0,18.86,0.95,-1.2163434214152025,0.323776844308014,0.7845716404980482,0.4215495859756127
540058,0,94.36,14133.0,13.49,0.41,1.3781124671403673,0.1877497410079469,-1.0725258450489144,-1.8589219411026168
897773,0,67.33,2249.0,16.05,0.3,0.4388124046215211,-0.6725728218542126,-0.18720562847531555,-2.3234624373592934
423256,0,43.8,13052.0,14.36,0.71,-0.3788616786588508,0.1094925304345714,-0.7716553026977307,-0.5919933149480449
1254,0,50.25,10844.0,14.4,0.95,-0.15472237406223366,-0.05035198477913175,-0.757822174313768,0.4215495859756127
332989,1,15.88,1988.0,18.92,0.94,-1.3490894901840518,-0.691467486016702,0.8053213330739927,0.37931863177046027
877775,1,27.55,17787.0,18.21,0.74,-0.9435537251231959,0.45227503928279805,0.5597833042586584,-0.46530045233258754
304249,0,33.23,12112.0,12.94,0.95,-0.7461721359590433,0.041442782109897054,-1.2627313603283987,0.4215495859756127
386409,0,72.05,13073.0,12.67,0.85,0.6028337251945494,0.11101279076948434,-1.3561049769201454,-0.0007599560759112111
394836,0,70.81,37293.0,14.46,0.82,0.5597433782643472,1.8643797103690725,-0.737072481737824,-0.1274528186913685
133421,0,85.21,7836.0,12.88,0.23,1.0601474071312127,-0.26811117941808965,-1.2834810529043421,-2.61907911679536
213907,0,61.03,6957.0,14.62,0.89,0.21988564199226737,-0.33174493343658834,-0.6817399682019747,0.16816386074469855
845599,0,69.93,2426.0,14.26,1.21,0.5291631320558167,-0.659759199031375,-0.8062381236576368,1.5195543953095751
144328,1,24.31,2146.0,18.42,1.07,-1.0561446316182408,-0.6800293368302142,0.6324072282744617,0.928321036437442
439431,1,27.21,2857.0,21.75,1.03,-0.9553688202492191,-0.628557665491019,1.7840151662393375,0.7593972196168323
573303,0,49.7,17878.0,13.22,0.89,-0.17383502794256525,0.4588628340674208,-1.165899461640661,0.16816386074469855
987289,1,51.68,5514.0,19.13,1.03,-0.1050294739733713,-0.4362085364498916,0.8779452570897948,0.7593972196168323
369511,0,82.75,870.0,12.49,1.13,0.9746617188664567,-0.7724032505134956,-1.4183540546479765,1.1817067616683556
744783,0,72.21,1992.0,12.25,0.46,0.6083937699597366,-0.6911779126195757,-1.5013528249517514,-1.6477671700768546
497983,0,69.96,903.0,11.62,1.0,0.5302056404492889,-0.7700142699872038,-1.7192245969991606,0.632704357001375
346425,0,49.27,26332.0,15.48,0.55,-0.18877764824900636,1.0708762088938004,-0.38432770794678095,-1.2676885822304829
665995,1,36.55,26454.0,19.18,0.82,-0.6308012070814047,1.0797081975061518,0.8952366675697482,-0.1274528186913685
417090,0,59.34,18933.0,11.02,0.67,0.16115766915997556,0.5352378175594755,-1.9267215227585979,-0.7609171317686542
450143,0,82.01,1312.0,13.65,0.46,0.9489465118274651,-0.7404053901310422,-1.0171933315130643,-1.6477671700768546
87426,0,86.06,20608.0,12.12,0.66,1.0896851449462712,0.6564966776061026,-1.5463104921996298,-0.8031480859738066
794650,1,32.28,1636.0,17.69,1.35,-0.7791849017523433,-0.7169499449638141,0.37995263526714634,2.1107877541817093
668085,0,92.63,1817.0,12.49,0.85,1.3179944831167785,-0.7038467487438502,-1.4183540546479765,-0.0007599560759112111
384275,0,77.57,7230.0,13.02,1.08,0.7946552695935145,-0.31198154908272013,-1.2350651035604738,0.9705519906425945
150527,1,62.09,11291.0,19.55,1.18,0.25672093856163397,-0.01799215765027065,1.0231931051214014,1.3928615326941178
564962,0,99.5,1483.0,16.31,0.74,1.5567289052220126,-0.728026127403894,-0.09729029397956011,-0.46530045233258754
421759,0,69.45,7773.0,12.63,0.61,0.5124829977602543,-0.2726719604228285,-1.3699381053041075,-1.014302856999569
585291,0,46.49,2388.0,13.89,0.71,-0.28538342604413747,-0.6625101463040746,-0.9341945612092895,-0.5919933149480449
860703,0,87.36,1462.0,14.34,0.55,1.1348605086634187,-0.729546387738807,-0.7785718668897118,-1.2676885822304829
717975,1,47.12,51497.0,18.38,0.95,-0.26349074978121223,2.8926548435644706,0.6185740998904983,0.4215495859756127
10721,1,46.42,25602.0,18.76,1.17,-0.28781594562890694,1.0180290639182554,0.7499888195381428,1.3506305784889654
193242,0,89.11,31537.0,12.75,0.86,1.1956734982826558,1.4476835919043642,-1.3284387201522203,0.041470998129241224
684462,1,7.97,4447.0,18.34,1.02,-1.623964203263004,-0.5134522401333251,0.6047409715065362,0.7171662654116798
906926,1,14.34,12039.0,19.08,0.69,-1.4026049210489804,0.036158067612342554,0.8606538466098415,-0.6764552233583497
428394,0,73.6,24832.0,13.93,1.02,0.6566966588573022,0.9622861849714478,-0.9203614328253273,0.7171662654116798
594162,1,53.51,4287.0,21.2,1.07,-0.04143646197154048,-0.5250351760183761,1.5938096509598532,0.928321036437442
726700,0,95.51,2412.0,12.37,0.42,1.418075288890152,-0.660772705921317,-1.4598534397998641,-1.8166909868974643
647800,0,70.74,2096.0,12.05,0.88,0.5573108586795774,-0.6836490042942927,-1.5705184668715635,0.1259329065395461
858848,1,19.51,15224.0,19.58,1.36,-1.2229459745738624,0.2667308850741381,1.0335679514093725,2.153018708386862
381346,0,89.53,411.0,9.63,0.32,1.2102686157912728,-0.8056317978337355,-2.4074227341012935,-2.2390005289489885
572058,1,43.02,7442.0,19.7,0.97,-0.4059668968891391,-0.29663415903502766,1.0750673365612602,0.5060114943859175
32622,0,59.16,25131.0,14.8,0.84,0.1549026187991395,0.9839317964066367,-0.6194908904741431,-0.04299091028106365
852739,0,85.03,30435.0,15.67,0.88,1.0538923567703773,1.367906120996076,-0.31862034812295936,0.1259329065395461
612757,1,26.78,4517.0,18.26,0.74,-0.9703114405556602,-0.5083847056836154,0.5770747147386117,-0.46530045233258754
924042,0,81.56,2618.0,12.72,0.59,0.9333088859253755,-0.6458596759693139,-1.3388135664401921,-1.0987647654098738
622955,1,47.62,20057.0,19.67,1.08,-0.2461156098900016,0.6166079421519585,1.0646924902732893,0.9705519906425945
522873,0,60.6,574.0,11.9,0.49,0.20494302168582626,-0.7938316819008397,-1.622392698311423,-1.5210743074613975
589715,1,12.03,31268.0,18.66,0.8,-1.4828780673463735,1.4282097809476224,0.7154059985782361,-0.21191472710167295
430753,0,92.17,-1096.0,14.21,0.65,1.302009354416865,-0.9147285752010591,-0.8235295341375896,-0.845379040178959
753165,0,81.04,26494.0,14.42,0.82,0.9152387404385166,1.0826039314774145,-0.7509056101217869,-0.1274528186913685
929015,0,75.62,26968.0,13.89,0.81,0.7268922240177934,1.116918379036878,-0.9341945612092895,-0.1696837728965205
442326,1,23.64,180.0,18.8,1.11,-1.0794273190724628,-0.8223546615177778,0.7638219479221049,1.0972448532580517
788593,0,94.87,5310.0,14.81,0.55,1.3958351098294024,-0.4509767797033316,-0.6160326083781524,-1.2676885822304829
334749,0,76.0,443.0,15.82,0.58,0.7400973303351134,-0.8033152106567253,-0.26674611668309994,-1.1409957196150262
756198,1,14.06,3660.0,17.56,0.7,-1.4123349993880583,-0.5704258060179196,0.33499496801926737,-0.6342242691531973
923875,0,83.98,11589.0,14.67,0.52,1.017404562998835,0.00358106043563675,-0.6644485577220214,-1.3943814448459402
469796,0,86.57,20699.0,18.02,0.51,1.1074077876353057,0.6630844723907254,0.4940759444348362,-1.4366123990510926
271579,0,91.88,17122.0,13.82,0.7,1.2919317732799624,0.404133462010555,-0.9584025358812239,-0.6342242691531973
817107,1,22.96,23320.0,17.98,1.01,-1.1030575093245094,0.8528274408577163,0.480242816050874,0.6749353112065274
121174,0,87.17,7213.0,13.59,0.51,1.1282579555047587,-0.3132122360205068,-1.0379430240890084,-1.4366123990510926
731756,0,72.2,8799.0,12.59,0.76,0.6080462671619127,-0.19839638405993926,-1.3837712336880703,-0.38083854392228267
730463,0,96.56,1088.0,15.16,0.33,1.4545630826616942,-0.7566215003701137,-0.4949927350184809,-2.1967695747438363
276577,1,58.39,11409.0,20.32,0.86,0.12814490336667528,-0.009449742435045573,1.289480826512679,0.041470998129241224
373897,1,9.41,5705.0,20.11,0.57,-1.5739238003763174,-0.42238140673711205,1.2168569024968756,-1.1832266738201787
30447,1,50.92,12788.0,19.06,0.71,-0.13143968660801136,0.09038068622423732,0.8537372824178604,-0.5919933149480449
390022,0,69.0,23920.0,14.71,0.36,0.49684537185816463,0.8962634504266573,-0.6506154293380586,-2.0700767121283787
767981,1,29.2,45874.0,19.39,1.18,-0.8862157634822009,2.485587040554211,0.9678605915855515,1.3928615326941178
33333,0,100.0,793.0,14.44,0.96,1.574104045113223,-0.7779775384081763,-0.7439890459298057,0.46378054018076514
718336,0,74.09,1821.0,15.43,1.01,0.673724295950689,-0.7035571753467239,-0.4016191184267343,0.6749353112065274
562374,0,79.42,1113.0,13.99,0.74,0.8589432871909941,-0.7548116666380744,-0.8996117402493834,-0.46530045233258754
264505,0,99.22,2016.0,14.16,0.59,1.5469988268829347,-0.689440472236818,-0.8408209446175429,-1.0987647654098738
313026,1,24.32,2863.0,18.63,0.87,-1.0557971288204164,-0.6281233053953296,0.7050311522902638,0.08370195233439366
579884,0,74.1,5284.0,12.12,0.56,0.6740717987485128,-0.45285900678465235,-1.5463104921996298,-1.2254576280253304
145631,0,57.19,20795.0,16.04,1.2,0.08644456762776968,0.670034233921756,-0.1906639105713067,1.4773234411044227
852433,1,45.83,1661.0,21.2,1.44,-0.3083186107005356,-0.7151401112317749,1.5938096509598532,2.49086634202808
1013237,1,15.95,1521.0,18.87,1.12,-1.3466569705992821,-0.7252751801311945,0.7880299225940394,1.139475807463204
485010,1,58.14,4347.0,19.08,0.66,0.11945733342106997,-0.520691575061482,0.8606538466098415,-0.8031480859738066
196114,1,17.15,41749.0,19.7,1.13,-1.304956634860377,2.1869644747677413,1.0750673365612602,1.1817067616683556
827241,0,70.83,50220.0,16.74,0.84,0.5604383838599954,2.8002085365319074,0.05141583614803645,-0.04299091028106365
304812,1,57.06,14085.0,19.22,0.57,0.08192703125605508,0.18427486024243162,0.9090697959537103,-1.1832266738201787
931631,1,21.67,1855.0,18.88,1.27,-1.1478853702438327,-0.7010958014711506,0.7914882046900293,1.7729401205404898
596707,0,72.36,16472.0,12.62,0.55,0.6136063119271,0.3570777849775355,-1.3733963874000987,-1.2676885822304829
747342,0,75.7,140.0,14.04,0.94,0.7296722464003871,-0.8252503954890406,-0.8823203297694306,0.37931863177046027
282988,0,77.99,4304.0,13.52,0.75,0.8092503871021315,-0.5238044890805894,-1.0621509987609428,-0.4230694981274351
538646,0,81.39,12510.0,11.53,0.24,0.9274013383623638,0.0702553351239613,-1.7503491358630763,-2.5768481625902075
933108,1,35.57,989.0,20.95,0.72,-0.6648564812681775,-0.7637884419489889,1.5073525985600877,-0.5497623607428924
450139,1,44.47,2624.0,20.01,0.84,-0.3555789912046285,-0.6454253158736245,1.1822740815369703,-0.04299091028106365
264279,1,30.67,11120.0,16.72,1.04,-0.8351328522020416,-0.030371420377418856,0.04449927195605535,0.8016281738219847
164166,1,36.43,11635.0,19.47,1.07,-0.6349712406552952,0.0069111545025888985,0.9955268483534758,0.928321036437442
794550,0,92.59,6452.0,13.94,0.7,1.316604471925482,-0.3683035748237804,-0.9169031507293368,-0.6342242691531973
763066,1,22.65,5962.0,17.92,0.9,-1.11383009605706,-0.40377631597174896,0.4594931234749307,0.210394814949851
916891,1,0.0,2287.0,18.12,1.32,-1.9009239331289012,-0.669821874581513,0.5286587653947429,1.984094891566252
599196,0,100.0,997.0,15.64,0.98,1.574104045113223,-0.7632092951547363,-0.328995194410931,0.54824244859107
780221,1,1.87,2018.0,19.2,1.06,-1.8359409099357735,-0.6892956855382549,0.9021532317617292,0.8860900822322896
204980,0,71.93,17685.0,13.34,0.65,0.5986636916206591,0.4448909176560781,-1.1244000764887738,-0.845379040178959
867307,1,49.29,5720.0,16.87,1.07,-0.18808264265335808,-0.4212955064978885,0.0963735033959154,0.928321036437442
845682,0,95.37,5197.0,14.43,0.36,1.413210249720613,-0.4591572281721488,-0.7474473280257963,-2.0700767121283787
525700,0,100.0,31527.0,16.07,0.86,1.574104045113223,1.4469596584115487,-0.18028906428333444,0.041470998129241224
686971,1,49.14,18172.0,20.02,0.85,-0.19329518462072123,0.4801464787562019,1.1857323636329602,-0.0007599560759112111
137345,1,30.34,2918.0,18.77,1.09,-0.8466004445302406,-0.6241416711848433,0.7534471016341326,1.0127829448477468
540664,0,90.1,26174.0,14.2,0.7,1.2300762752672527,1.0594380597073128,-0.8269878162335808,-0.6342242691531973
42778,0,100.0,18621.0,15.81,1.07,1.574104045113223,0.5126510925836262,-0.27020439877909047,0.928321036437442
783454,1,29.04,3265.0,20.13,1.04,-0.8917758082473882,-0.5990211789841391,1.223773466688857,0.8016281738219847
752377,1,48.35,5560.0,21.28,0.85,-0.22074790564883398,-0.4328784423829395,1.621475907727779,-0.0007599560759112111
629401,1,48.13,1644.0,20.0,0.77,-0.2283929672009666,-0.7163707981695615,1.1788157994409791,-0.33860758971713023
578613,0,89.29,36325.0,16.36,0.61,1.2019285486434919,1.794302948264514,-0.07999888349960677,-1.014302856999569
855250,0,76.93,21425.0,11.37,1.12,0.7724150905327654,0.7156420439691441,-1.8056816493989263,1.139475807463204
331137,0,59.5,42175.0,16.6,1.14,0.16671771392516282,2.2178040415616898,0.002999886804168801,1.223937715873508
928201,1,48.42,1682.0,19.1,0.63,-0.21831538606406448,-0.713619850896862,0.8675704108018237,-0.9298409485892639
179638,0,49.59,30929.0,14.72,1.0,-0.17765755871863156,1.4036684355411706,-0.647157147242068,0.632704357001375
1044875,1,32.18,4854.0,18.11,1.09,-0.7826599297305855,-0.4839881469757268,0.5252004832987517,1.0127829448477468
488203,1,13.52,2832.0,18.94,1.16,-1.431100150470566,-0.6303674992230582,0.8122378972659738,1.308399624283813
389314,0,84.24,26836.0,14.05,0.63,1.0264396357422643,1.107362456931711,-0.8788620476734396,-0.9298409485892639
731211,0,86.09,15153.0,14.06,0.58,1.0907276533397439,0.26159095727514675,-0.875403765577449,-1.1409957196150262
758114,1,57.38,2794.0,18.17,0.71,0.09304712078642989,-0.6331184464957579,0.5459501758746962,-0.5919933149480449
455827,1,53.13,1379.0,19.44,0.72,-0.054641568288860395,-0.7355550357291772,0.9851520020655048,-0.5497623607428924
584889,1,28.36,38456.0,20.48,0.77,-0.9154059984994347,1.9485731755835365,1.344813340048529,-0.33860758971713023
793411,0,92.98,20300.0,15.2,0.69,1.3301570810406262,0.6341995260273796,-0.48115960663451873,-0.6764552233583497
55108,0,78.1,2446.0,13.1,0.68,0.8130729178781978,-0.6583113320457437,-1.2073988467925487,-0.7186861775635017
340036,0,66.63,30754.0,14.64,0.89,0.41448720877382617,1.3909995994168962,-0.674823404009993,0.16816386074469855
480673,0,80.34,27025.0,13.64,0.8,0.8909135445908216,1.1210447999459274,-1.020651613609055,-0.21191472710167295
631487,1,38.76,27859.0,20.42,0.73,-0.5540030887622538,1.1814208532467556,1.3240636474725858,-0.50753140653774
192179,1,34.12,2649.0,17.87,0.93,-0.7152443869526884,-0.6436154821415853,0.4422017129949774,0.3370876775653083
373603,1,0.0,2200.0,19.64,0.99,-1.9009239331289012,-0.6761200959690095,1.054317643985317,0.5904734027962225
452412,1,23.2,3073.0,17.11,0.62,-1.0947174421767283,-0.6129207020462002,0.17937227369968972,-0.9720719027944164
844106,1,61.3,1173.0,19.52,1.43,0.22926821753352097,-0.7504680656811803,1.0128182588334291,2.448635387822928
897538,1,24.3,17374.0,19.37,0.77,-1.056492134416065,0.4223765860295103,0.9609440273935704,-0.33860758971713023
647804,1,45.87,32784.0,19.25,1.25,-0.3069285995092388,1.5379580984584802,0.9194446422416825,1.688478212130185
366617,1,0.0,164.0,19.24,0.84,-1.9009239331289012,-0.8235129551062829,0.9159863601456915,-0.04299091028106365
585517,0,98.24,9965.0,15.08,0.92,1.5129435526961617,-0.11398573879763042,-0.5226589917864058,0.29485672336015584
632517,0,53.55,662.0,13.86,0.71,-0.04004645078024366,-0.7874610671640617,-0.9445694074972617,-0.5919933149480449
742798,1,30.26,20735.0,19.79,1.15,-0.8493804669128343,0.6656906329648619,1.1061918754251758,1.2661686700786605
384901,1,18.67,22099.0,19.12,0.82,-1.2521362095910964,0.7644351613849212,0.8744869749938049,-0.1274528186913685
665111,1,20.73,13518.0,18.84,0.75,-1.1805506332393085,0.1432278311997823,0.7776550763060671,-0.4230694981274351
460539,0,100.0,22504.0,15.07,0.91,1.574104045113223,0.7937544678439564,-0.5261172738823965,0.2526257691550034
558546,0,79.23,36995.0,16.98,0.54,0.8523407340323341,1.842806492283165,0.13441460645181202,-1.3099195364356353
853536,0,68.54,10138.0,14.55,0.17,0.4808602431582511,-0.10146168937191909,-0.7059479428739085,-2.8724648420262744
7564,0,80.32,4039.0,14.92,0.74,0.8902185389951729,-0.5429887266402051,-0.5779915053222558,-0.46530045233258754
151315,1,11.15,16875.0,20.23,0.8,-1.5134583135549042,0.3862523047380076,1.2583562876487635,-0.21191472710167295
271411,1,54.07,9104.0,17.98,1.2,-0.021976305293384502,-0.17631641252906086,0.480242816050874,1.4773234411044227
1043122,0,85.69,2883.0,13.68,0.78,1.0768275414267752,-0.6266754384096982,-1.0068184852250928,-0.2963766355119778
412146,0,93.73,768.0,13.81,0.45,1.356219790877442,-0.7797873721402155,-0.9618608179772145,-1.689998124282007
111450,1,22.13,4002.0,17.3,1.12,-1.1319002415439192,-0.5456672805636231,0.24507963352351195,1.139475807463204
930121,1,17.44,21691.0,18.21,0.94,-1.2948790537234747,0.7348986748780413,0.5597833042586584,0.37931863177046027
35773,1,53.23,15385.0,18.98,0.66,-0.051166540310618465,0.2783862143084706,0.826071025649936,-0.8031480859738066
886591,1,6.83,1621.0,22.37,1.09,-1.663579522214964,-0.7180358452030376,1.9984286561907563,1.0127829448477468
568463,1,13.41,2544.0,17.58,0.64,-1.4349226812466325,-0.6512167838161499,0.3419115322112485,-0.8876099943841115
139131,0,86.58,2036.0,12.66,1.08,1.10775529043313,-0.6879926052511867,-1.359563259016136,0.9705519906425945
562617,0,83.29,4870.0,16.56,0.83,0.9934268699489645,-0.48282985338722173,-0.010833241579794612,-0.08522186448621609
384271,0,100.0,678.0,12.18,1.01,1.574104045113223,-0.7863027735755567,-1.5255607996236857,0.6749353112065274
796688,0,74.35,970.0,13.41,0.74,0.6827593686941181,-0.7651639155853387,-1.1001921018168395,-0.46530045233258754
404412,1,29.76,2833.0,17.66,0.75,-0.8667556068040448,-0.6302951058737767,0.3695777889791741,-0.4230694981274351
455859,0,67.91,9591.0,13.79,0.78,0.45896756689532536,-0.14106085142893704,-0.9687773821691962,-0.2963766355119778
616116,1,32.84,2393.0,18.62,0.85,-0.7597247450741874,-0.6621481795576668,0.7015728701942738,-0.0007599560759112111
110426,0,72.89,9718.0,16.76,0.48,0.6320239602117833,-0.13186689607017782,0.05833240034001877,-1.56330526166655
946341,1,25.6,4221.0,21.01,0.72,-1.0113167706989172,-0.5298131370709597,1.5281022911360322,-0.5497623607428924
768682,1,62.85,3939.0,18.83,1.17,0.283131151196274,-0.5502280615683619,0.7741967942100759,1.3506305784889654
439748,0,76.53,411.0,14.38,0.6,0.7585149786197967,-0.8056317978337355,-0.764738738505749,-1.0565338112047213
676378,1,37.74,2908.0,18.48,1.05,-0.5894483741403234,-0.6248656046776591,0.653156920850405,0.8438591280271371
869157,0,80.46,1849.0,14.0,0.72,0.8950835781647118,-0.70153016156684,-0.8961534581533929,-0.5497623607428924
19430,0,88.1,33000.0,13.52,0.71,1.1605757157024101,1.553595061903299,-1.0621509987609428,-0.5919933149480449
552409,1,46.04,15179.0,18.64,0.95,-0.30102105194622714,0.2634731843564675,0.708489434386255,0.4215495859756127
366384,0,60.62,41030.0,15.22,0.85,0.20563802728147454,2.1349136566342937,-0.474243042442537,-0.0007599560759112111
499011,0,80.57,23442.0,13.92,0.89,0.8989061089407782,0.8616594294700677,-0.9238197149213179,0.16816386074469855
1039540,0,85.07,11926.0,14.36,0.92,1.0552823679616739,0.02797761914352532,-0.7716553026977307,0.29485672336015584
627980,1,21.78,1981.0,19.63,0.88,-1.1440628394677663,-0.691974239461673,1.0508593618893258,0.1259329065395461
941862,0,87.43,11676.0,14.24,0.36,1.1372930282481883,0.009879281823133206,-0.813154687849618,-2.0700767121283787
799715,0,70.49,10088.0,13.07,0.78,0.5486232887339721,-0.10508135683599751,-1.2177736930805205,-0.2963766355119778
96957,1,27.1,14092.0,20.79,0.82,-0.9591913510252854,0.1847816136874026,1.4520200850242377,-0.1274528186913685
396268,0,58.59,2270.0,15.55,0.57,0.13509495932315962,-0.6710525615192997,-0.36011973327484653,-1.1832266738201787
28113,0,67.66,4214.0,13.63,0.77,0.45027999694972004,-0.5303198905159306,-1.0241098957050456,-0.33860758971713023
142571,0,70.99,3334.0,14.5,0.92,0.5659984286251828,-0.5940260378837109,-0.7232393533538619,0.29485672336015584
469373,1,44.83,3901.0,19.36,1.03,-0.34306889048295686,-0.5529790088410615,0.9574857452975792,0.7593972196168323
651431,0,75.6,22501.0,17.16,0.77,0.7261972184221447,0.7935372877961118,0.19666368417964308,-0.33860758971713023
104643,1,63.61,81917.0,21.26,1.22,0.30954136383091413,5.094860528709783,1.6145593435357977,1.5617853495147276
974426,1,30.41,8273.0,20.07,0.77,-0.8441679249454711,-0.23647528578204424,1.2030237741129135,-0.33860758971713023
73247,0,63.79,34808.0,13.71,0.9,0.3157964141917499,1.6844822374043746,-0.9964436389371205,0.210394814949851
621789,0,100.0,6222.0,15.67,0.85,1.574104045113223,-0.38495404515854115,-0.31862034812295936,-0.0007599560759112111
895981,1,0.0,4110.0,19.02,0.97,-1.9009239331289012,-0.5378487988412137,0.8399041540338982,0.5060114943859175
379504,0,63.15,7467.0,13.31,0.45,0.2935562351310003,-0.2948243253029884,-1.1347749227767454,-1.689998124282007
969124,0,57.93,2000.0,14.45,0.47,0.11215977466676147,-0.6905987658253232,-0.7405307638338152,-1.6055362158717024
186042,0,90.37,6046.0,13.68,0.79,1.2394588508085067,-0.3976952746320972,-1.0068184852250928,-0.25414568130682536
29400,0,78.76,24751.0,13.34,0.49,0.8360081025345961,0.9564223236796408,-1.1244000764887738,-1.5210743074613975
850142,0,91.45,25148.0,13.38,0.88,1.2769891529735216,0.9851624833444235,-1.110566948104811,0.1259329065395461
857422,0,82.48,10218.0,14.44,0.63,0.9652791433252031,-0.0956702214293936,-0.7439890459298057,-0.9298409485892639
613189,1,32.52,2752.0,19.85,0.86,-0.7708448346045622,-0.6361589671655837,1.1269415680011203,0.041470998129241224
309274,0,70.57,32885.0,13.76,0.74,0.5514033111165657,1.5452698267359186,-0.9791522284571679,-0.46530045233258754
770101,1,55.59,9318.0,18.38,1.15,0.030844119975895895,-0.16082423578280522,0.6185740998904983,1.2661686700786605
866437,1,47.23,2673.0,18.32,0.78,-0.2596682190051459,-0.6418780417588276,0.597824407314555,-0.2963766355119778
306707,0,59.25,25368.0,14.25,0.74,0.15803014397955753,1.0010890201863685,-0.8096964057536273,-0.46530045233258754
